Customer Name,Customer Id,Billing Address Country,CITY,Zip,Gateway,Net Sale,Total Tax,Total Price Usd,Sum of Order Number,Product Type
Sherman Schlagtmans,1,United States,LONDON,96404,shopify_payments,$527,52.713,579.843,2482,Running Shoes
Skip Coppledike,1,United States,EVANSVILLE,96388,shopify_payments,$539,53.913,593.043,1077,Gift Card
Arlene Broomhall,1,United States,HOUSTON,96370,shopify_payments,$502,50.153,551.683,7381,Running Shoes
Kayne Thying,1,United States,NAPLES,96330,paypal,$486,48.553,534.083,2466,Walking Shoes
Kerstin Sercombe,1,United States,TUCSON,96319,shopify_payments,$527,52.713,579.843,3010,Running Shoes
Annamaria Brydson,1,United States,SAN ANTONIO,96307,gift_card,$507,50.713,557.843,370,Running Shoes
Deana Quodling,1,United States,EL PASO,96301,paypal,$535,53.513,588.643,208,Sandals
Zola Fosdyke,1,United States,INDIANAPOLIS,96295,shopify_payments,$439,43.913,483.043,265,Tennis Shoes
Aluin Rispen,1,United States,LAS VEGAS,96242,shopify_payments,$494,49.353,542.883,554,Running Shoes
Genevieve Dalgetty,1,United States,ALBANY,96237,shopify_payments,$713,71.313,784.443,6788,Tennis Shoes
Maggie Ivchenko,1,United States,BROOKLYN,96224,paypal,$537,53.713,590.843,4227,Tennis Shoes
Scotty Gregan,1,United States,MESA,96192,manual,$634,63.413,697.543,5882,Running Shoes
Joaquin MacGauhy,1,United States,SAN JOSE,96179,gift_card,$518,51.753,569.283,2728,Tennis Shoes
Vitoria Cormack,1,United States,AUSTIN,96177,paypal,$486,48.553,534.083,7277,Running Shoes
Erina Barensen,1,United States,CHATTANOOGA,96172,shopify_payments,$535,53.513,588.643,1864,Sandals
Shepherd Dabourne,1,United States,RICHMOND,96165,gift_card,$527,52.713,579.843,2278,Running Shoes
Allie McDougle,1,United States,DES MOINES,96104,paypal,$510,50.953,560.483,6968,Tennis Shoes
Lynelle Oakly,1,United States,ROCHESTER,96104,shopify_payments,$502,50.153,551.683,3471,Cycling Shoes
Livvyy Scaysbrook,1,United States,DAYTON,96083,gift_card,$518,51.753,569.283,6350,Running Shoes
Dulcea Smee,1,United States,DAVENPORT,96080,shopify_payments,$625,62.513,687.643,915,Walking Shoes
Angeline Le Gall,1,United States,HOUSTON,96065,shopify_payments,$729,72.873,801.603,4783,Running Shoes
Gail Caunter,1,United States,HUNTSVILLE,96045,gift_card,$486,48.553,534.083,3885,Running Shoes
Guglielmo Polkinghorne,1,United States,CANTON,96039,gift_card,$605,60.513,665.643,4857,Walking Shoes
Malachi Prinne,1,United States,MIDLAND,96026,paypal,$527,52.713,579.843,6234,Running Shoes
Shea Cordero,1,United States,DALLAS,96016,shopify_payments,$439,43.913,483.043,7163,Tennis Shoes
Rollie Findon,1,United States,BOZEMAN,96007,gift_card,$490,49.013,539.143,5790,Tennis Shoes
Jasun Stoeckle,1,United States,PITTSBURGH,95985,gift_card,$510,50.953,560.483,5352,Running Shoes
Cello McSpirron,1,United States,ASHEVILLE,95965,shopify_payments,$537,53.713,590.843,2969,Running Shoes
Fan Colthard,1,United States,SAN JOSE,95924,shopify_payments,$635,63.513,698.643,5855,Cycling Shoes
Nolie Leedes,1,United States,PENSACOLA,95909,shopify_payments,$537,53.713,590.843,1441,Cycling Shoes
Tressa Pickard,1,United States,MONTGOMERY,95909,paypal,$580,57.993,637.923,1505,Tennis Shoes
Karine Backhouse,1,United States,ATLANTA,95898,paypal,$537,53.713,590.843,7089,Walking Shoes
Shaina Edis,1,United States,WILKES BARRE,95885,gift_card,$537,53.713,590.843,7016,Cycling Shoes
Chrystel Ludlam,1,United States,LEXINGTON,95834,shopify_payments,$639,63.913,703.043,2509,Gift Card
Heall Rubenov,1,United States,TUCSON,95827,paypal,$497,49.713,546.843,6450,Tennis Shoes
Deeyn Janse,1,United States,BROOKSVILLE,95807,paypal,$705,70.473,775.203,6128,Tennis Shoes
Ettie Grimsell,1,United States,ATLANTA,95785,shopify_payments,$693,69.313,762.443,1957,Running Shoes
Calhoun Abdey,1,United States,ROUND ROCK,95783,shopify_payments,$507,50.713,557.843,2855,Flip-Flops
Christean Hitscher,1,United States,PORTLAND,95778,shopify_payments,$486,48.553,534.083,7142,Sandals
Selig Faiers,1,United States,YORK,95772,shopify_payments,$537,53.713,590.843,150,Running Shoes
Alverta Folcarelli,1,United States,NASHVILLE,95698,gift_card,$518,51.753,569.283,4895,Running Shoes
Cristian Inker,1,United States,MONTICELLO,95694,gift_card,$494,49.353,542.883,4487,Flip-Flops
Pooh Leblanc,1,United States,BAKERSFIELD,95694,shopify_payments,$733,73.313,806.443,4034,Climbing Shoes
Windy Spincke,1,United States,SAINT PAUL,95694,paypal,$527,52.713,579.843,7228,Tennis Shoes
Angus Kitcat,1,United States,MILWAUKEE,95672,shopify_payments,$510,50.953,560.483,61,Tennis Shoes
Hendrik Minto,1,United States,LAKELAND,95670,gift_card,$510,50.953,560.483,7311,Running Shoes
Zebulon Flaxon,1,United States,SEATTLE,95660,shopify_payments,$596,59.593,655.523,4808,Climbing Shoes
Evangelin Davidow,1,United States,ORANGE,95655,shopify_payments,$486,48.553,534.083,1006,Cycling Shoes
Cole Denekamp,1,United States,SANTA CLARA,95641,paypal,$674,67.433,741.763,4060,Running Shoes
Boyce De Simoni,1,United States,SANTA ANA,95608,paypal,$537,53.713,590.843,3112,Running Shoes
Sargent Caisley,1,United States,CHICAGO,95600,paypal,$518,51.753,569.283,2799,Walking Shoes
Priscilla Tantrum,1,United States,PHOENIX,95590,gift_card,$518,51.753,569.283,5344,Running Shoes
Sherrie Banyard,1,United States,FORT LAUDERDALE,95584,shopify_payments,$532,53.193,585.123,3784,Walking Shoes
Myrtice Sturdey,1,United States,WASHINGTON,95581,gift_card,$569,56.913,626.043,5527,Walking Shoes
Korrie Walhedd,1,United States,SALT LAKE CITY,95567,gift_card,$527,52.713,579.843,3613,Running Shoes
Marjy Kropp,1,United States,BUFFALO,95517,shopify_payments,$497,49.713,546.843,4597,Cycling Shoes
Celestyn O'Fearguise,1,United States,AUSTIN,95505,shopify_payments,$537,53.713,590.843,3377,Walking Shoes
Lilian Bakesef,1,United States,FORT WORTH,95500,gift_card,$596,59.593,655.523,2988,Running Shoes
Samaria Fulep,1,United States,SEATTLE,95496,shopify_payments,$517,51.713,568.843,5621,Tennis Shoes
Sasha Screech,1,United States,SAVANNAH,95495,shopify_payments,$537,53.713,590.843,41,Cycling Shoes
Kerwin Cockerton,1,United States,LAS CRUCES,95467,shopify_payments,$537,53.713,590.843,4419,Running Shoes
Pavia Lenahan,1,United States,SEATTLE,95462,manual,$580,57.993,637.923,5633,Walking Shoes
Jeffrey Murrum,1,United States,NEW HAVEN,95432,shopify_payments,$497,49.713,546.843,5708,Walking Shoes
Karel Lodin,1,United States,PUNTA GORDA,95425,shopify_payments,$634,63.433,697.763,5205,Running Shoes
Harcourt Blackstock,1,United States,SAGINAW,95405,shopify_payments,$537,53.713,590.843,155,Climbing Shoes
Evan Siemens,1,United States,OKLAHOMA CITY,95397,shopify_payments,$615,61.513,676.643,272,Running Shoes
Babs Aylwin,1,United States,SAVANNAH,95396,shopify_payments,$737,73.673,810.403,3516,Tennis Shoes
Karalynn Stokell,1,United States,BIRMINGHAM,95383,shopify_payments,$518,51.753,569.283,2811,Running Shoes
Haley Leyfield,1,United States,SACRAMENTO,95382,shopify_payments,$517,51.713,568.843,5,Tennis Shoes
Florina Soldner,1,United States,TULSA,95363,paypal,$486,48.553,534.083,1821,Tennis Shoes
Rhonda Bulbrook,1,United States,CORPUS CHRISTI,95354,paypal,$1065,106.473,1171.203,7104,Tennis Shoes
Amitie McGrae,1,United States,CHARLOTTE,95318,shopify_payments,$537,53.713,590.843,4261,Climbing Shoes
Clair Tukely,1,United States,MINNEAPOLIS,95286,shopify_payments,$727,72.713,799.843,4906,Walking Shoes
Spenser Jeste,1,United States,MELBOURNE,95285,shopify_payments,$597,59.713,656.843,1549,Jackets
Laurella O'Luby,1,United States,PITTSBURGH,95282,gift_card,$502,50.153,551.683,2721,Running Shoes
Rod Haskins,1,United States,INGLEWOOD,95253,shopify_payments,$751,75.113,826.243,1650,Climbing Shoes
Mallorie Champion,1,United States,AUSTIN,95203,shopify_payments,$635,63.513,698.643,7033,Running Shoes
Ermentrude Stendall,1,United States,BROOKLYN,95192,gift_card,$527,52.713,579.843,6571,Running Shoes
Keefe Stewartson,1,United States,KNOXVILLE,95192,shopify_payments,$666,66.633,732.963,5356,Tennis Shoes
Stillman Braiden,1,United States,ALBANY,95191,shopify_payments,$494,49.353,542.883,7171,Tennis Shoes
Sharron Caillou,1,United States,CARSON CITY,95169,paypal,$625,62.513,687.643,3830,Running Shoes
Sean Feldhammer,1,United States,DAYTON,95161,gift_card,$567,56.713,623.843,1427,Tennis Shoes
Kelwin Mungin,1,United States,NEWARK,95156,shopify_payments,$615,61.513,676.643,2447,Cycling Shoes
Ossie Braker,1,United States,FRESNO,95141,shopify_payments,$502,50.153,551.683,996,Tennis Shoes
Yvor Coorington,1,United States,WINTER HAVEN,95135,shopify_payments,$548,54.793,602.723,5712,Tennis Shoes
Isobel Brocklebank,1,United States,MEMPHIS,95121,shopify_payments,$464,46.433,510.763,5951,Walking Shoes
Tandi Treadgall,1,United States,LINCOLN,95107,shopify_payments,$486,48.553,534.083,6247,Tennis Shoes
Sarajane Suerz,1,United States,SACRAMENTO,95104,shopify_payments,$537,53.713,590.843,6198,Climbing Shoes
Veronica Buckerfield,1,United States,TULSA,95100,shopify_payments,$539,53.913,593.043,2687,Gift Card
Ethyl Dowbekin,1,United States,RENO,95088,gift_card,$596,59.593,655.523,3276,Running Shoes
Alta Terron,1,United States,SANTA ROSA,95086,shopify_payments,$497,49.713,546.843,621,Cycling Shoes
Hazel Bladge,1,United States,PHOENIX,95075,shopify_payments,$635,63.513,698.643,1953,Walking Shoes
Marybelle Babin,1,United States,SALT LAKE CITY,95065,shopify_payments,$689,68.903,757.933,3101,Cycling Shoes
Park Hengoed,1,United States,HAYWARD,95065,gift_card,$532,53.193,585.123,1782,Walking Shoes
Chelsea Mullord,1,United States,LIMA,95031,shopify_payments,$537,53.713,590.843,1936,Running Shoes
Miles Skews,1,United States,ASHBURN,95014,shopify_payments,$537,53.713,590.843,848,Tennis Shoes
Tom Hammerman,1,United States,CINCINNATI,95006,gift_card,$510,50.953,560.483,4908,Running Shoes
Travers Badam,1,United States,MEMPHIS,94989,shopify_payments,$439,43.913,483.043,4775,Boots
Danette Twinborne,1,United States,DALLAS,94980,manual,$537,53.713,590.843,3560,Tennis Shoes
Trstram Warke,1,United States,NEW YORK CITY,94971,gift_card,$517,51.713,568.843,7032,Running Shoes
Abbi Le Blond,1,United States,LOUISVILLE,94951,paypal,$537,53.713,590.843,1459,Walking Shoes
Gay Bantham,1,United States,SHREVEPORT,94929,shopify_payments,$613,61.313,674.443,3535,Climbing Shoes
Di Growcock,1,United States,COLUMBIA,94928,gift_card,$502,50.153,551.683,5447,Running Shoes
Garry Danskine,1,United States,COLUMBUS,94925,amazon_payments,$537,53.713,590.843,2007,Running Shoes
Hagen Wilmington,1,United States,PHILADELPHIA,94922,shopify_payments,$518,51.753,569.283,2692,Tennis Shoes
Catlee Trewhitt,1,United States,MUSKEGON,94921,gift_card,$517,51.713,568.843,3743,Running Shoes
Maryellen Benyon,1,United States,ALBUQUERQUE,94921,gift_card,$650,65.033,715.363,2789,Walking Shoes
Myrna Rudgley,1,United States,SAINT PAUL,94920,shopify_payments,$666,66.633,732.963,168,Climbing Shoes
Louisa Gyorgy,1,United States,SHAWNEE MISSION,94915,gift_card,$518,51.753,569.283,5930,Cycling Shoes
Olivero Le Blond,1,United States,LOS ANGELES,94913,shopify_payments,$596,59.593,655.523,777,Cycling Shoes
Emelyne Ingerfield,1,United States,PHILADELPHIA,94889,amazon_payments,$497,49.713,546.843,405,Walking Shoes
Berthe Drei,1,United States,MINNEAPOLIS,94869,gift_card,$494,49.353,542.883,4929,Tennis Shoes
Gus McPharlain,1,United States,SAN JOSE,94861,gift_card,$580,57.993,637.923,4977,Running Shoes
Harald Arbor,1,United States,VALLEY FORGE,94858,shopify_payments,$439,43.913,483.043,5159,Tennis Shoes
Cherice Hickisson,1,United States,BRONX,94835,shopify_payments,$510,50.953,560.483,926,Running Shoes
Mandel Coddrington,1,United States,CHESAPEAKE,94791,manual,$527,52.713,579.843,3536,Tennis Shoes
Damian Sainteau,1,United States,ATLANTA,94788,shopify_payments,$537,53.713,590.843,2878,Tennis Shoes
Minetta Augur,1,United States,RESTON,94782,amazon_payments,$556,55.593,611.523,5557,Sandals
Benedikta Saunt,1,United States,SOUTHFIELD,94777,paypal,$497,49.713,546.843,4535,Walking Shoes
Noam Digger,1,United States,YOUNG AMERICA,94762,shopify_payments,$497,49.713,546.843,2716,Tennis Shoes
Vittoria Roskilly,1,United States,NEW YORK CITY,94742,paypal,$623,62.313,685.443,6962,Walking Shoes
Lela Falkner,1,United States,PENSACOLA,94679,shopify_payments,$518,51.753,569.283,6576,Walking Shoes
Raffarty Suthworth,1,United States,FORT LAUDERDALE,94668,amazon_payments,$592,59.193,651.123,798,Running Shoes
Ly Dendon,1,United States,COLORADO SPRINGS,94601,shopify_payments,$537,53.713,590.843,317,Climbing Shoes
Selby Larrie,1,United States,LUBBOCK,94582,shopify_payments,$693,69.313,762.443,2624,Walking Shoes
Wilmette Armand,1,United States,HOUSTON,94544,shopify_payments,$605,60.513,665.643,4318,Running Shoes
Stacey Matuschek,1,United States,DES MOINES,94540,shopify_payments,$537,53.713,590.843,5107,Running Shoes
Suellen Sallans,1,United States,ORLANDO,94531,gift_card,$510,50.953,560.483,414,Tennis Shoes
Stephenie Dawtry,1,United States,PHILADELPHIA,94503,paypal,$478,47.813,525.943,7382,Cycling Shoes
Lorraine Crunden,1,United States,SEATTLE,94490,gift_card,$513,51.263,563.893,6028,Running Shoes
Wald Fahy,1,United States,EL PASO,94466,shopify_payments,$588,58.793,646.723,6486,Running Shoes
Dolly MacScherie,1,United States,BURBANK,94461,gift_card,$510,50.953,560.483,2689,Walking Shoes
Myer Codner,1,United States,SAINT LOUIS,94430,shopify_payments,$511,51.113,562.243,1903,Boy's
Cora Fantini,1,United States,APPLETON,94394,shopify_payments,$745,74.473,819.203,1411,Walking Shoes
Abbye Burley,1,United States,HUNTSVILLE,94384,gift_card,$486,48.553,534.083,6440,Running Shoes
Nikolaos Boulde,1,United States,MESA,94383,paypal,$486,48.553,534.083,2022,Tennis Shoes
Brinn Spain,1,United States,LITTLETON,94330,shopify_payments,$650,65.033,715.363,6202,Running Shoes
Bobette McKeag,1,United States,SAN RAFAEL,94327,gift_card,$505,50.513,555.643,189,Running Shoes
Avis Bushrod,1,United States,BIRMINGHAM,94287,gift_card,$510,50.953,560.483,5007,Cycling Shoes
Naoma Brecknall,1,United States,CARSON CITY,94277,amazon_payments,$497,49.713,546.843,6173,Climbing Shoes
Yasmin Dunham,1,United States,BOSTON,94275,shopify_payments,$518,51.753,569.283,1407,Running Shoes
Jemie Mish,1,United States,PORTSMOUTH,94254,shopify_payments,$518,51.753,569.283,3483,Tennis Shoes
Maje Aneley,1,United States,PORT CHARLOTTE,94240,shopify_payments,$537,53.713,590.843,711,Tennis Shoes
Delainey Duddridge,1,United States,CHARLESTON,94236,shopify_payments,$635,63.513,698.643,5982,Running Shoes
Courtney Le Claire,1,United States,MADISON,94223,shopify_payments,$527,52.713,579.843,6981,Climbing Shoes
Enrika Surridge,1,United States,NEW YORK CITY,94218,shopify_payments,$497,49.713,546.843,5129,Walking Shoes
Nancee Clemits,1,United States,TOPEKA,94198,gift_card,$510,50.953,560.483,6678,Walking Shoes
Vincent Mangon,1,United States,MODESTO,94195,shopify_payments,$625,62.473,687.203,6642,Cycling Shoes
Emile McIlwreath,1,United States,ORLANDO,94189,paypal,$849,84.913,934.043,3166,Boots
Cori Youthed,1,United States,PENSACOLA,94187,gift_card,$537,53.713,590.843,1167,Walking Shoes
Jammie Ardling,1,United States,AURORA,94174,gift_card,$510,50.953,560.483,3487,Tennis Shoes
Stinky Priest,1,United States,SAINT PAUL,94157,shopify_payments,$595,59.513,654.643,6703,Tennis Shoes
Yancy Hussy,1,United States,MORENO VALLEY,94146,shopify_payments,$527,52.713,579.843,4564,Cycling Shoes
Jackie Fothergill,1,United States,COLUMBIA,94134,shopify_payments,$552,55.213,607.343,2846,Running Shoes
Mannie Esselen,1,United States,MIAMI,94130,paypal,$497,49.713,546.843,2100,Walking Shoes
Chrysa Heck,1,United States,SCRANTON,94123,shopify_payments,$497,49.713,546.843,7035,Running Shoes
Urbain Annes,1,United States,COLORADO SPRINGS,94096,gift_card,$510,50.953,560.483,4124,Running Shoes
Joann Karpeev,1,United States,DETROIT,94090,shopify_payments,$518,51.753,569.283,6381,Running Shoes
Ailene Malafe,1,United States,NEW ORLEANS,94075,shopify_payments,$537,53.713,590.843,5121,Cycling Shoes
Dwain Holstein,1,United States,TOLEDO,94066,shopify_payments,$605,60.513,665.643,597,Tennis Shoes
Kaiser Bellhanger,1,United States,SAINT PETERSBURG,94064,shopify_payments,$517,51.713,568.843,676,Climbing Shoes
Hillard Ast,1,United States,DALLAS,94063,paypal,$683,68.313,751.443,568,Running Shoes
Earlie Mellsop,1,United States,ALBUQUERQUE,94054,shopify_payments,$721,72.073,792.803,124,Running Shoes
Julina Boick,1,United States,INDIANAPOLIS,94039,paypal,$537,53.713,590.843,4035,Tennis Shoes
Alvis Paprotny,1,United States,BIRMINGHAM,94037,shopify_payments,$885,88.463,973.093,2906,Accessories
Wolfy Stainland,1,United States,ATLANTA,93969,paypal,$639,63.913,703.043,3876,Gift Card
Moria Worts,1,United States,BROOKSVILLE,93963,gift_card,$555,55.513,610.643,6558,Running Shoes
Pepi Orfeur,1,United States,BALTIMORE,93944,shopify_payments,$595,59.513,654.643,4385,Walking Shoes
Aretha Rendall,1,United States,LINCOLN,93940,gift_card,$498,49.763,547.393,4586,Walking Shoes
Konrad Ullyott,1,United States,KANSAS CITY,93936,shopify_payments,$606,60.573,666.303,630,Running Shoes
Melitta Sturdy,1,United States,INDIANAPOLIS,93936,shopify_payments,$518,51.753,569.283,1677,Running Shoes
Antonie Binfield,1,United States,CUMMING,93895,shopify_payments,$518,51.753,569.283,4245,Running Shoes
Felicio Crinage,1,United States,OKLAHOMA CITY,93891,paypal,$723,72.313,795.443,6089,Running Shoes
Annecorinne Czajka,1,United States,SACRAMENTO,93873,shopify_payments,$537,53.713,590.843,3271,Running Shoes
Aleda Morforth,1,United States,METAIRIE,93839,gift_card,$501,50.073,550.803,1461,Running Shoes
Rog Feathers,1,United States,ARVADA,93837,shopify_payments,$537,53.713,590.843,6791,Cycling Shoes
Margi Stollenberg,1,United States,SAN JOSE,93763,shopify_payments,$595,59.513,654.643,3994,Cycling Shoes
Brita Klousner,1,United States,GAINESVILLE,93736,shopify_payments,$674,67.433,741.763,1971,Cycling Shoes
Gram McGowran,1,United States,PHILADELPHIA,93726,gift_card,$518,51.753,569.283,7020,Tennis Shoes
Broddie Clemenzo,1,United States,SAN MATEO,93721,gift_card,$541,54.113,595.243,602,Running Shoes
Ruthann Owbrick,1,United States,MEMPHIS,93702,paypal,$605,60.513,665.643,1256,Tennis Shoes
Georgeanne Abramamovh,1,United States,TAMPA,93673,shopify_payments,$580,57.993,637.923,28,Walking Shoes
Roarke Peto,1,United States,INDIANAPOLIS,93671,gift_card,$498,49.833,548.163,5313,Walking Shoes
Artie Jorissen,1,United States,LOUISVILLE,93668,gift_card,$617,61.693,678.623,1481,Running Shoes
Claretta Cominello,1,United States,MINNEAPOLIS,93657,gift_card,$537,53.713,590.843,2738,Running Shoes
Ailina Ferrero,1,United States,PORT SAINT LUCIE,93649,amazon_payments,$537,53.713,590.843,6913,Walking Shoes
Vivia McKerley,1,United States,SAINT PAUL,93608,shopify_payments,$1039,103.913,1143.043,4748,Gift Card
Averil Fardo,1,United States,LAKE WORTH,93607,shopify_payments,$510,50.953,560.483,4770,Running Shoes
Lindsey Royan,1,United States,OAKLAND,93600,shopify_payments,$585,58.513,643.643,2067,Tennis Shoes
Filip Palfreman,1,United States,MIAMI,93593,gift_card,$502,50.153,551.683,4255,Walking Shoes
